States/ UTs,District,Murder - Total,Murder - Infanticide,Murder - Other Murder,Rape,Kidnapping & Abduction,Foeticide,Abetment to Suicide,Exposure and Abandonment,Procuration of Minor Girls,Buying of Girls for Prostitution,Selling of Girls for Prostitution,Child Marriage Restraint Act,Other Crimes Committed against children,Total Crimes Committed against Children
Uttar Pradesh,Sonbhadra,2,0,2,4,5,0,0,0,0,0,0,0,5,16
Uttar Pradesh,St. Ravidasnagar,0,0,0,0,5,0,0,0,0,0,0,0,3,8
Uttar Pradesh,Sultanpur,6,1,5,5,6,0,0,0,0,0,0,0,2,19
Uttar Pradesh,Unnao,15,0,15,16,2,0,0,0,0,0,0,0,21,54
Uttar Pradesh,Varanasi,6,0,6,11,0,0,0,0,0,0,0,0,15,32
Uttar Pradesh,Total,424,30,394,416,539,1,0,0,4,0,0,2,440,1826
West Bengal,24 Parganas North,0,0,0,0,1,0,0,0,0,0,0,0,0,1
West Bengal,24 Parganas South,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Asansol,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Bankura,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Birbhum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Burdwan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Coochbehar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Dakshin Dinajpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Darjeeling,0,0,0,0,0,0,0,0,0,0,0,0,1,1
West Bengal,Hooghly,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Howrah,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Howrah City,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Howrah G.R.P.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Jalpaiguri,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Kharagpur G.R.P.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Kolkata,4,0,4,16,67,0,0,0,12,0,0,0,45,144
West Bengal,Malda,0,0,0,0,22,0,0,0,0,0,0,0,0,22
West Bengal,Murshidabad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Nadia,0,0,0,0,0,0,0,0,0,0,1,0,0,1
West Bengal,Paschim Midnapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Purab Midnapur,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Purulia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Sealdah G.R.P.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Siliguri G.R.P.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,Uttar Dinajpur,0,0,0,0,4,0,0,0,2,0,0,0,0,6
West Bengal,Total,4,0,4,16,94,0,0,0,14,0,1,0,46,175
A & N Islands,Andaman,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,Nicobar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,Chandigarh,3,0,3,6,22,0,1,8,0,0,0,0,9,49
Chandigarh,Total,3,0,3,6,22,0,1,8,0,0,0,0,9,49
D&N Haveli,D&N Haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,Daman,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,Diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,Central,4,0,4,3,17,0,0,0,0,0,0,0,2,26
Delhi,GRP (Rly.),0,0,0,0,0,0,0,2,0,0,0,0,0,2
Delhi,East,3,0,3,5,15,1,0,0,0,0,0,0,3,27
Delhi,IGI Airport,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,New Delhi,1,0,1,3,12,0,0,2,0,0,0,0,4,22
Delhi,North,2,0,2,7,39,0,0,1,0,0,0,0,13,62
Delhi,North-East,2,0,2,20,50,0,0,9,0,0,0,0,8,89
Delhi,North-West,7,0,7,60,190,0,0,6,0,0,0,0,0,263
Delhi,South,4,0,4,15,36,0,0,3,0,0,0,0,5,63
Delhi,South-West,2,0,2,3,26,18,0,0,0,0,0,0,10,59
Delhi,Spl. Cell,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,STF,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi,West,4,0,4,22,41,1,0,6,0,0,0,0,10,84
Delhi,Total,29,0,29,138,426,20,0,29,0,0,0,0,55,697
Lakshadweep,Lakshadweep,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pondicherry,Pondicherry,2,0,2,4,4,0,1,0,0,0,0,0,6,17
Pondicherry,Total,2,0,2,4,4,0,1,0,0,0,0,0,6,17
